Shipment_ID,Order_Date,Promised_Delivery_Date,Actual_Delivery_Date,Delay_Days,Delay_Status,On_Time_Flag,Origin_City,Origin_State,Origin_Region,Destination_City,Destination_State,Destination_Region,Route_ID,Distance_Miles,Warehouse_ID,Warehouse_City,Warehouse_State,Carrier,Ship_Mode,Product_Category,Product_Weight_kg,Order_Value,Shipping_Cost,Customer_Segment,Customer_ID,Weather_Condition,Traffic_Condition
SHP-2021-0061901,2021-01-29,2021-01-31,,,,,Boston,MA,East,Las Vegas,NV,West,RT-0015,246,WH-005,Atlanta,GA,OnTrac,Express,Apparel,252.22,14422.94,226.97,B2C,CUST-07762,Clear,Medium
SHP-2024-0029111,2024-06-21,2024-06-23,,,,,Columbus,OH,Central,Nashville,TN,South,RT-0060,2512,WH-004,New York,NY,UPS,Express,Medical Supplies,196.49,11114.96,194.4,B2B,CUST-01076,Fog,High
SHP-2024-0022837,2024-03-22,2024-03-26,,,,,Minneapolis,MN,Central,Los Angeles,CA,West,RT-0125,2511,WH-004,New York,NY,OnTrac,Ground,Food & Beverage,244.6,6199.73,65.03,B2B,CUST-00087,Rain,Severe
SHP-2021-0137870,2021-03-18,2021-03-21,,,,,Chicago,IL,Central,Philadelphia,PA,East,RT-0135,2828,WH-002,Dallas,TX,DHL,Express,Pharmaceuticals,150.38,4448.21,137.51,B2C,CUST-07581,Snow,High
SHP-2023-0199739,2023-09-03,2023-09-06,,,,,Dallas,TX,South,Baltimore,MD,East,RT-0031,658,WH-009,Minneapolis,MN,DHL,Express,Electronics,157.05,14337.92,183.78,B2B,CUST-00426,Clear,Medium
SHP-2024-0357771,2024-01-07,2024-01-15,,,,,Indianapolis,IN,Central,Philadelphia,PA,East,RT-0127,2325,WH-003,Los Angeles,CA,FedEx,Standard,Electronics,477.62,11706.66,104.18,Government,CUST-05430,Storm,High
SHP-2021-0266019,2021-03-06,2021-03-10,,,,,San Francisco,CA,West,Baltimore,MD,East,RT-0120,1507,WH-008,Houston,TX,UPS,Ground,Medical Supplies,354.58,4234.9,142.38,B2C,CUST-07969,,Severe
SHP-2023-0234001,2023-03-09,2023-03-11,,,,,Baltimore,MD,East,Hartford,CT,East,RT-0132,1716,WH-007,Philadelphia,PA,OnTrac,Express,Pharmaceuticals,183.95,1183.13,114.1,B2B,CUST-00070,Clear,Medium
SHP-2024-0424581,2024-02-10,2024-02-13,,,,,Newark,NJ,East,Phoenix,AZ,West,RT-0153,2470,WH-001,Chicago,IL,FedEx,Express,Automotive,422.64,7575.64,249.81,B2C,CUST-06852,,Medium
SHP-2023-0216409,2023-09-18,2023-09-22,,,,,Kansas City,MO,Central,Las Vegas,NV,West,RT-0113,109,WH-005,Atlanta,GA,UPS,Ground,Food & Beverage,58.55,3091.87,30.17,B2C,CUST-00952,Clear,High
SHP-2023-0140533,2023-06-21,2023-06-29,,,,,Houston,TX,South,Chicago,IL,Central,RT-0031,428,WH-002,Dallas,TX,FedEx,Standard,Furniture,144.32,3255.96,53.01,B2B,CUST-04798,Clear,High
SHP-2024-0234033,2024-12-11,2024-12-14,,,,,Baltimore,MD,East,San Francisco,CA,West,RT-0061,2388,WH-003,Los Angeles,CA,UPS,Express,Furniture,70.22,6571.5,94.84,B2B,CUST-00082,Rain,Severe
SHP-2024-0303701,2024-04-04,2024-04-06,,,,,Los Angeles,CA,West,Indianapolis,IN,Central,RT-0042,2900,WH-009,Minneapolis,MN,FedEx,Express,Electronics,249.29,14719.36,116.67,Government,CUST-00475,Rain,High
SHP-2021-0113878,2021-09-04,2021-09-06,,,,,Houston,TX,South,Boston,MA,East,RT-0196,1218,WH-007,Philadelphia,PA,DHL,Express,Pharmaceuticals,14.24,372.29,116.36,Government,CUST-03330,Clear,High
SHP-2024-0432070,2024-09-19,2024-09-21,,,,,Portland,OR,West,Boston,MA,East,RT-0168,1251,WH-003,Los Angeles,CA,OnTrac,Express,Apparel,42.79,7007.62,98.84,Government,CUST-03931,Rain,Medium
SHP-2021-0178057,2021-03-28,2021-03-29,,,,,Indianapolis,IN,Central,Hartford,CT,East,RT-0164,580,WH-009,Minneapolis,MN,USPS,Air,Electronics,362.44,13457.3,420.62,B2B,CUST-00122,Clear,Low
SHP-2024-0037763,2024-09-30,2024-10-05,,,,,Las Vegas,NV,West,Las Vegas,NV,West,RT-0124,876,WH-005,Atlanta,GA,DHL,Ground,Automotive,373.16,674.63,124.06,B2C,CUST-04404,Snow,Medium
SHP-2023-0112652,2023-09-07,2023-09-12,,,,,Nashville,TN,South,Boston,MA,East,RT-0073,609,WH-001,Chicago,IL,USPS,Ground,Industrial,260.93,14553.78,116.16,B2C,CUST-00290,Clear,High
SHP-2021-0073956,2021-11-15,2021-11-16,,,,,San Francisco,CA,West,Newark,NJ,East,RT-0089,1728,WH-009,Minneapolis,MN,UPS,Air,Furniture,247.14,4850.42,196.48,B2C,CUST-01296,Clear,Medium
SHP-2022-0209592,2022-07-07,2022-07-10,,,,,Phoenix,AZ,West,Nashville,TN,South,RT-0028,2645,WH-006,Seattle,WA,USPS,Express,Apparel,67.21,7231.06,118.17,Government,CUST-02339,Rain,High
SHP-2024-0029543,2024-04-29,2024-04-30,,,,,Seattle,WA,West,Seattle,WA,West,RT-0038,1684,WH-004,New York,NY,UPS,Air,Food & Beverage,51.74,7707.45,152.04,B2B,CUST-01384,Clear,Low
SHP-2021-0138967,2021-08-05,2021-08-10,,,,,Indianapolis,IN,Central,Houston,TX,South,RT-0035,552,WH-009,Minneapolis,MN,FedEx,Ground,Electronics,446.17,10527.27,116.01,B2C,CUST-06991,Clear,High
SHP-2022-0369276,2022-10-22,2022-10-23,,,,,Nashville,TN,South,Seattle,WA,West,RT-0127,1992,WH-006,Seattle,WA,FedEx,Air,Electronics,230.57,11947.06,405.55,Government,CUST-07022,Clear,High
SHP-2022-0125218,2022-02-27,2022-03-08,,,,,New York,NY,East,Columbus,OH,Central,RT-0142,889,WH-007,Philadelphia,PA,OnTrac,Standard,Automotive,467.98,8116.97,92.07,Government,CUST-00985,Clear,Low
SHP-2022-0414142,2022-05-28,2022-06-07,,,,,Dallas,TX,South,Columbus,OH,Central,RT-0009,1544,WH-004,New York,NY,DHL,Standard,Food & Beverage,259.17,5878.57,66.71,B2C,CUST-05449,Clear,Medium
SHP-2023-0165359,2023-09-23,2023-09-28,,,,,Miami,FL,South,Dallas,TX,South,RT-0190,1075,WH-006,Seattle,WA,FedEx,Ground,Furniture,2.8,10118.83,51.47,B2B,CUST-03336,Clear,Medium
SHP-2021-0082397,2021-11-20,2021-11-22,,,,,Seattle,WA,West,Los Angeles,CA,West,RT-0038,1809,WH-001,Chicago,IL,UPS,Air,Electronics,262.06,11856.9,238.47,B2B,CUST-06261,Rain,High
SHP-2023-0392799,2023-01-30,2023-02-01,,,,,Baltimore,MD,East,Charlotte,NC,South,RT-0003,1175,WH-006,Seattle,WA,USPS,Air,Apparel,48.37,4655.07,189.51,B2B,CUST-05008,Clear,Low
SHP-2021-0224204,2021-01-13,2021-01-19,,,,,Kansas City,MO,Central,Phoenix,AZ,West,RT-0075,1077,WH-001,Chicago,IL,UPS,Ground,Pharmaceuticals,99.97,8805.55,71.4,B2B,CUST-05569,Clear,Medium
SHP-2024-0239641,2024-05-21,2024-05-26,,,,,Minneapolis,MN,Central,Newark,NJ,East,RT-0154,1180,WH-006,Seattle,WA,UPS,Standard,Food & Beverage,132.72,11807.79,35.81,B2B,CUST-04134,Clear,Low
SHP-2021-0110211,2021-10-29,2021-10-30,,,,,Seattle,WA,West,Minneapolis,MN,Central,RT-0043,2033,WH-003,Los Angeles,CA,UPS,Air,Pharmaceuticals,12.48,1163.81,140.2,B2C,CUST-03166,Snow,Medium
SHP-2024-0021559,2024-05-27,2024-05-31,,,,,Chicago,IL,Central,Seattle,WA,West,RT-0022,468,WH-005,Atlanta,GA,USPS,Ground,Furniture,341.79,675.49,79.23,B2C,CUST-00728,Rain,Medium
SHP-2024-0118065,2024-07-10,2024-07-16,,,,,Atlanta,GA,South,Los Angeles,CA,West,RT-0088,1575,WH-006,Seattle,WA,USPS,Ground,Furniture,486.4,8434.2,94.67,B2C,CUST-02259,Fog,Medium
SHP-2023-0145888,2023-05-15,2023-05-17,,,,,Atlanta,GA,South,Charlotte,NC,South,RT-0059,1453,WH-004,New York,NY,OnTrac,Air,Pharmaceuticals,217.98,4995.27,282.29,B2B,CUST-05703,,Medium
SHP-2021-0255984,2021-03-12,2021-03-17,,,,,Kansas City,MO,Central,Detroit,MI,Central,RT-0017,1347,WH-006,Seattle,WA,UPS,Ground,Electronics,54.5,13329.32,26.36,B2B,CUST-03077,Snow,Low
SHP-2023-0148925,2023-05-05,2023-05-09,,,,,Newark,NJ,East,Phoenix,AZ,West,RT-0022,443,WH-004,New York,NY,FedEx,Ground,Furniture,140.19,3160.87,53.01,B2C,CUST-07717,Clear,Severe
SHP-2021-0423685,2021-08-10,2021-08-14,,,,,Atlanta,GA,South,Portland,OR,West,RT-0082,1364,WH-003,Los Angeles,CA,UPS,Ground,Industrial,15.16,8010.26,37.71,B2C,CUST-05248,,High
SHP-2022-0114830,2022-11-05,2022-11-06,,,,,Philadelphia,PA,East,San Francisco,CA,West,RT-0094,874,WH-001,Chicago,IL,FedEx,Air,Apparel,251.77,2762.04,505.5,B2C,CUST-01726,Clear,Severe
SHP-2024-0060037,2024-02-10,2024-02-17,,,,,Indianapolis,IN,Central,Atlanta,GA,South,RT-0165,269,WH-002,Dallas,TX,DHL,Ground,Electronics,3.79,5256.6,34.22,B2B,CUST-00107,Clear,High
SHP-2021-0445784,2021-03-14,2021-03-23,,,,,Las Vegas,NV,West,Los Angeles,CA,West,RT-0045,2061,WH-002,Dallas,TX,FedEx,Standard,Industrial,259.06,14878.3,25.82,B2B,CUST-07439,Rain,Low
SHP-2024-0270090,2024-06-28,2024-07-04,,,,,Dallas,TX,South,San Francisco,CA,West,RT-0090,963,WH-010,Phoenix,AZ,USPS,Ground,Furniture,150.71,11922.03,48.18,B2C,CUST-04872,Snow,
SHP-2021-0088169,2021-12-06,2021-12-10,,,,,Baltimore,MD,East,New York,NY,East,RT-0036,2028,WH-001,Chicago,IL,DHL,Ground,Pharmaceuticals,294.29,9721.15,124.05,B2C,CUST-04455,Clear,Medium
SHP-2024-0015564,2024-05-30,2024-05-31,,,,,Indianapolis,IN,Central,Baltimore,MD,East,RT-0128,2547,WH-008,Houston,TX,FedEx,Air,Food & Beverage,180.91,2973.84,307.62,B2C,CUST-04538,Clear,Low
SHP-2023-0121835,2023-07-28,2023-07-30,,,,,Los Angeles,CA,West,New York,NY,East,RT-0045,291,WH-004,New York,NY,DHL,Express,Industrial,455.66,8900.56,347.14,B2C,CUST-06576,Clear,High
SHP-2023-0433164,2023-07-09,2023-07-16,,,,,Hartford,CT,East,Boston,MA,East,RT-0016,1292,WH-009,Minneapolis,MN,UPS,Ground,Electronics,284.49,25.33,100.24,B2C,CUST-01481,Fog,High
SHP-2023-0391629,2023-03-24,2023-03-31,,,,,Columbus,OH,Central,Nashville,TN,South,RT-0164,419,WH-002,Dallas,TX,FedEx,Ground,Medical Supplies,261.2,3300.84,77.06,B2C,CUST-03187,Rain,Medium
SHP-2022-0377356,2022-12-04,2022-12-06,,,,,Houston,TX,South,Columbus,OH,Central,RT-0072,2254,WH-001,Chicago,IL,DHL,Express,Pharmaceuticals,121.64,11089.84,131.92,B2C,CUST-06972,Rain,Medium
SHP-2021-0069920,2021-03-25,2021-03-31,,,,,San Francisco,CA,West,Nashville,TN,South,RT-0194,2898,WH-003,Los Angeles,CA,UPS,Ground,Automotive,89.61,8791.28,40.55,B2B,CUST-02853,Rain,High
SHP-2023-0329281,2023-02-13,2023-02-20,,,,,Miami,FL,South,Baltimore,MD,East,RT-0147,1732,WH-007,Philadelphia,PA,USPS,Ground,Industrial,406.86,11737.31,118.44,B2C,CUST-07239,Rain,Low
SHP-2023-0248820,2023-05-09,2023-05-10,,,,,Atlanta,GA,South,San Francisco,CA,West,RT-0081,2733,WH-009,Minneapolis,MN,UPS,Air,Apparel,485.94,3086.83,456.63,B2B,CUST-02899,Rain,Low
SHP-2023-0336591,2023-03-18,2023-03-22,,,,,San Francisco,CA,West,Kansas City,MO,Central,RT-0077,1037,WH-001,Chicago,IL,FedEx,Ground,Industrial,224.72,1616.68,71.29,B2C,CUST-04849,Clear,Medium
SHP-2023-0346635,2023-09-22,2023-09-27,,,,,Charlotte,NC,South,Atlanta,GA,South,RT-0159,1068,WH-003,Los Angeles,CA,USPS,Ground,Electronics,326.31,4925.88,87.72,B2C,CUST-02323,Clear,Medium
SHP-2023-0325245,2023-09-23,2023-09-26,,,,,Kansas City,MO,Central,Seattle,WA,West,RT-0030,670,WH-009,Minneapolis,MN,FedEx,Express,Furniture,154.05,3545.3,180.5,B2B,CUST-02425,Storm,Medium
SHP-2023-0023679,2023-12-04,2023-12-05,,,,,New York,NY,East,San Francisco,CA,West,RT-0019,758,WH-003,Los Angeles,CA,USPS,Air,Pharmaceuticals,357.85,1204.36,402.69,B2C,CUST-01424,Clear,Medium
SHP-2023-0100021,2023-01-03,2023-01-06,,,,,Indianapolis,IN,Central,Los Angeles,CA,West,RT-0091,2929,WH-008,Houston,TX,USPS,Express,Automotive,463.77,14492.58,214.32,B2C,CUST-02942,Rain,Severe
SHP-2022-0437762,2022-07-08,2022-07-13,,,,,Baltimore,MD,East,Miami,FL,South,RT-0019,2660,WH-003,Los Angeles,CA,FedEx,Standard,Apparel,485.53,8912.01,64.99,B2B,CUST-03616,Clear,High
SHP-2024-0019689,2024-01-15,2024-01-17,,,,,Hartford,CT,East,Hartford,CT,East,RT-0060,2057,WH-005,Atlanta,GA,OnTrac,Air,Medical Supplies,498.4,6033.97,589.64,B2B,CUST-02185,Clear,High
SHP-2021-0402247,2021-08-10,2021-08-19,,,,,Minneapolis,MN,Central,Nashville,TN,South,RT-0013,224,WH-002,Dallas,TX,FedEx,Standard,Furniture,473.13,588.9,56.02,B2C,CUST-06138,Rain,Medium
SHP-2021-0388341,2021-06-14,2021-06-16,,,,,New York,NY,East,Seattle,WA,West,RT-0023,2393,WH-003,Los Angeles,CA,UPS,Express,Furniture,343.41,5564.18,231.16,B2B,CUST-01168,Clear,High
SHP-2022-0050710,2022-08-16,2022-08-19,,,,,Las Vegas,NV,West,Indianapolis,IN,Central,RT-0103,708,WH-009,Minneapolis,MN,USPS,Express,Food & Beverage,123.45,9735.07,133.14,B2B,CUST-04351,Clear,High
SHP-2022-0079012,2022-08-11,2022-08-16,,,,,Philadelphia,PA,East,Portland,OR,West,RT-0022,507,WH-001,Chicago,IL,UPS,Standard,Industrial,198.73,7105.84,46.47,B2B,CUST-05363,Clear,Medium
SHP-2024-0257263,2024-08-05,2024-08-12,,,,,New York,NY,East,Indianapolis,IN,Central,RT-0090,900,WH-001,Chicago,IL,FedEx,Ground,Apparel,161.64,1918.67,59.2,B2C,CUST-01276,Fog,Severe
SHP-2023-0039544,2023-04-13,2023-04-19,,,,,Detroit,MI,Central,Portland,OR,West,RT-0004,2671,WH-004,New York,NY,UPS,Ground,Food & Beverage,115.27,10452.0,73.98,Government,CUST-02179,Fog,High
SHP-2024-0438873,2024-06-27,2024-07-04,,,,,Boston,MA,East,Columbus,OH,Central,RT-0120,1172,WH-005,Atlanta,GA,OnTrac,Ground,Apparel,312.91,6559.92,47.15,B2B,CUST-01726,Snow,High
SHP-2022-0423630,2022-06-11,2022-06-21,,,,,Kansas City,MO,Central,Houston,TX,South,RT-0012,1446,WH-009,Minneapolis,MN,FedEx,Standard,Electronics,10.19,6918.81,40.61,B2B,CUST-00021,Clear,High
SHP-2024-0149862,2024-04-09,2024-04-13,,,,,Atlanta,GA,South,Dallas,TX,South,RT-0178,231,WH-004,New York,NY,UPS,Ground,Automotive,487.13,14075.49,79.81,B2B,CUST-05155,Clear,Low
SHP-2021-0188747,2021-12-21,2021-12-28,,,,,Nashville,TN,South,Baltimore,MD,East,RT-0184,996,WH-010,Phoenix,AZ,UPS,Ground,Furniture,425.06,28.5,139.96,B2B,CUST-07988,Clear,High
SHP-2024-0305780,2024-11-08,2024-11-14,,,,,Boston,MA,East,Boston,MA,East,RT-0157,2788,WH-001,Chicago,IL,OnTrac,Ground,Food & Beverage,186.64,9512.83,55.15,B2C,CUST-01343,Rain,High
SHP-2023-0275431,2023-08-13,2023-08-19,,,,,Minneapolis,MN,Central,Los Angeles,CA,West,RT-0056,178,WH-003,Los Angeles,CA,FedEx,Ground,Electronics,289.79,6623.03,105.38,B2C,CUST-04830,Clear,High
SHP-2023-0090562,2023-06-09,2023-06-11,,,,,Columbus,OH,Central,Dallas,TX,South,RT-0007,596,WH-008,Houston,TX,FedEx,Express,Furniture,177.31,12424.19,109.95,B2B,CUST-03990,Clear,Severe
SHP-2023-0114036,2023-11-29,2023-12-05,,,,,Philadelphia,PA,East,Atlanta,GA,South,RT-0084,1680,WH-004,New York,NY,DHL,Ground,Automotive,57.34,1291.75,26.91,B2C,CUST-04429,Clear,Severe
SHP-2021-0357706,2021-01-19,2021-01-26,,,,,Newark,NJ,East,Atlanta,GA,South,RT-0012,615,WH-007,Philadelphia,PA,UPS,Ground,Furniture,207.33,1620.64,110.9,B2B,CUST-06802,Clear,Medium
SHP-2023-0106228,2023-12-24,2023-12-31,,,,,Hartford,CT,East,Seattle,WA,West,RT-0130,783,WH-004,New York,NY,DHL,Standard,Food & Beverage,360.59,6327.85,87.19,B2C,CUST-07911,Clear,Medium
SHP-2023-0080680,2023-12-01,2023-12-02,,,,,Las Vegas,NV,West,Newark,NJ,East,RT-0165,867,WH-010,Phoenix,AZ,OnTrac,Air,Pharmaceuticals,304.27,1497.66,442.52,B2B,CUST-02794,Fog,Medium
SHP-2024-0439707,2024-08-07,2024-08-15,,,,,Baltimore,MD,East,Indianapolis,IN,Central,RT-0150,1754,WH-009,Minneapolis,MN,UPS,Standard,Apparel,457.34,458.8,63.6,B2C,CUST-06837,,High
SHP-2021-0407788,2021-12-21,2021-12-28,,,,,Philadelphia,PA,East,Seattle,WA,West,RT-0051,2593,WH-010,Phoenix,AZ,USPS,Standard,Automotive,50.78,13577.42,23.52,Government,CUST-07587,Clear,High
SHP-2024-0172888,2024-09-23,2024-09-30,,,,,Philadelphia,PA,East,Atlanta,GA,South,RT-0008,2158,WH-001,Chicago,IL,UPS,Ground,Electronics,143.77,7875.68,48.24,Government,CUST-07076,Clear,Medium
SHP-2021-0055236,2021-01-29,2021-02-03,,,,,Indianapolis,IN,Central,Detroit,MI,Central,RT-0062,2364,WH-004,New York,NY,USPS,Ground,Electronics,21.12,548.51,52.09,B2B,CUST-04707,Clear,Low
SHP-2022-0132858,2022-01-13,2022-01-19,,,,,Houston,TX,South,Boston,MA,East,RT-0143,2388,WH-009,Minneapolis,MN,UPS,Ground,Automotive,442.82,6319.33,96.54,B2B,CUST-04747,Storm,Low
SHP-2022-0034595,2022-02-03,2022-02-10,,,,,Columbus,OH,Central,Portland,OR,West,RT-0033,519,WH-004,New York,NY,USPS,Ground,Pharmaceuticals,444.33,13680.91,75.7,B2B,CUST-01468,Clear,Medium
SHP-2022-0212837,2022-06-08,2022-06-13,,,,,Columbus,OH,Central,Philadelphia,PA,East,RT-0141,1340,WH-005,Atlanta,GA,FedEx,Ground,Pharmaceuticals,120.76,1298.14,26.32,B2C,CUST-05554,Clear,Medium
SHP-2023-0031191,2023-10-17,2023-10-20,,,,,Boston,MA,East,Dallas,TX,South,RT-0057,174,WH-009,Minneapolis,MN,FedEx,Express,Food & Beverage,325.97,11934.53,192.15,B2B,CUST-00592,Storm,High
SHP-2021-0375091,2021-07-10,2021-07-13,,,,,Charlotte,NC,South,San Francisco,CA,West,RT-0054,1327,WH-008,Houston,TX,UPS,Express,Food & Beverage,158.93,4947.73,104.89,B2C,CUST-00165,Clear,High
SHP-2024-0277944,2024-11-19,2024-11-21,,,,,Miami,FL,South,Detroit,MI,Central,RT-0168,344,WH-002,Dallas,TX,USPS,Express,Apparel,9.12,11261.57,56.14,B2B,CUST-02440,Clear,High
SHP-2021-0294675,2021-05-03,2021-05-04,,,,,Dallas,TX,South,Charlotte,NC,South,RT-0113,589,WH-007,Philadelphia,PA,FedEx,Air,Medical Supplies,68.8,9483.53,199.01,B2C,CUST-00533,Clear,Medium
SHP-2023-0184407,2023-06-09,2023-06-11,,,,,Newark,NJ,East,Columbus,OH,Central,RT-0065,1327,WH-005,Atlanta,GA,UPS,Express,Pharmaceuticals,246.29,1384.71,225.05,B2C,CUST-00683,Snow,Low
SHP-2022-0262290,2022-01-29,2022-01-30,,,,,Los Angeles,CA,West,Baltimore,MD,East,RT-0124,182,WH-002,Dallas,TX,USPS,Air,Medical Supplies,450.56,3136.63,611.43,B2C,CUST-00152,Clear,Severe
SHP-2024-0158086,2024-10-23,2024-10-30,,,,,Boston,MA,East,Chicago,IL,Central,RT-0025,1676,WH-003,Los Angeles,CA,USPS,Ground,Pharmaceuticals,380.0,5332.74,67.49,B2C,CUST-01778,Clear,Low
SHP-2021-0068044,2021-12-29,2022-01-03,,,,,Philadelphia,PA,East,Hartford,CT,East,RT-0179,568,WH-009,Minneapolis,MN,OnTrac,Ground,Electronics,269.64,10688.83,112.05,B2B,CUST-07659,Storm,
SHP-2023-0096725,2023-10-05,2023-10-08,,,,,Nashville,TN,South,Hartford,CT,East,RT-0167,1365,WH-007,Philadelphia,PA,UPS,Express,Food & Beverage,307.02,8756.6,217.08,B2B,CUST-02500,Clear,Severe
SHP-2023-0381880,2023-07-27,2023-08-02,,,,,Baltimore,MD,East,Portland,OR,West,RT-0046,2591,WH-007,Philadelphia,PA,FedEx,Ground,Electronics,166.04,12638.39,69.01,B2B,CUST-05879,Rain,High
SHP-2022-0424478,2022-03-13,2022-03-15,,,,,Atlanta,GA,South,Charlotte,NC,South,RT-0151,991,WH-002,Dallas,TX,DHL,Express,Apparel,25.76,10421.95,68.68,B2C,CUST-00494,Clear,Low
SHP-2022-0262082,2022-11-15,2022-11-21,,,,,New York,NY,East,Newark,NJ,East,RT-0070,1121,WH-004,New York,NY,DHL,Ground,Furniture,405.3,3839.11,146.46,B2C,CUST-06403,Fog,Medium
SHP-2023-0167309,2023-06-15,2023-06-17,,,,,San Francisco,CA,West,Baltimore,MD,East,RT-0157,232,WH-010,Phoenix,AZ,UPS,Air,Automotive,1.0,7648.21,136.55,B2C,CUST-01922,Storm,Severe
SHP-2022-0397213,2022-08-29,2022-09-06,,,,,Hartford,CT,East,Minneapolis,MN,Central,RT-0091,606,WH-005,Atlanta,GA,DHL,Standard,Pharmaceuticals,348.16,13909.08,96.7,B2C,CUST-06198,Clear,Low
SHP-2023-0135231,2023-01-16,2023-01-19,,,,,Phoenix,AZ,West,Las Vegas,NV,West,RT-0124,1036,WH-006,Seattle,WA,FedEx,Express,Automotive,370.38,5648.67,301.62,B2B,CUST-06752,Clear,High
SHP-2023-0090867,2023-08-10,2023-08-20,,,,,Detroit,MI,Central,New York,NY,East,RT-0027,1368,WH-009,Minneapolis,MN,FedEx,Standard,Apparel,320.93,3738.7,26.76,B2B,CUST-06902,Storm,High
SHP-2022-0228587,2022-01-24,2022-01-26,,,,,Columbus,OH,Central,Houston,TX,South,RT-0195,814,WH-009,Minneapolis,MN,FedEx,Express,Medical Supplies,283.77,11907.49,189.96,B2C,CUST-05989,Rain,High
SHP-2023-0081575,2023-03-09,2023-03-11,,,,,New York,NY,East,Baltimore,MD,East,RT-0103,286,WH-008,Houston,TX,FedEx,Express,Apparel,303.33,11250.91,247.06,B2B,CUST-01964,Clear,Medium
SHP-2021-0409275,2021-02-26,2021-03-04,,,,,Philadelphia,PA,East,Los Angeles,CA,West,RT-0032,820,WH-008,Houston,TX,UPS,Ground,Pharmaceuticals,252.5,14752.65,55.34,B2B,CUST-05587,Snow,High
SHP-2022-0207342,2022-06-23,2022-06-28,,,,,Los Angeles,CA,West,Portland,OR,West,RT-0071,705,WH-010,Phoenix,AZ,USPS,Standard,Electronics,307.15,63.2,49.58,Government,CUST-01413,Clear,High
SHP-2024-0083540,2024-05-23,2024-05-25,,,,,Miami,FL,South,Portland,OR,West,RT-0172,2758,WH-009,Minneapolis,MN,OnTrac,Air,Electronics,430.71,7071.33,278.16,B2B,CUST-01385,Clear,
SHP-2024-0171965,2024-02-19,2024-02-20,,,,,Boston,MA,East,Minneapolis,MN,Central,RT-0116,1982,WH-005,Atlanta,GA,USPS,Air,Automotive,311.27,13319.25,469.06,Government,CUST-07920,Clear,
SHP-2023-0204731,2023-02-01,2023-02-07,,,,,Portland,OR,West,New York,NY,East,RT-0036,1826,WH-007,Philadelphia,PA,UPS,Ground,Apparel,199.46,5673.89,44.17,B2C,CUST-06686,Snow,Low
SHP-2024-0112663,2024-06-12,2024-06-17,,,,,Dallas,TX,South,Columbus,OH,Central,RT-0019,1587,WH-004,New York,NY,FedEx,Standard,Electronics,326.91,7786.0,35.66,B2B,CUST-06220,Clear,Low
SHP-2024-0144718,2024-03-09,2024-03-12,,,,,Phoenix,AZ,West,New York,NY,East,RT-0107,998,WH-003,Los Angeles,CA,USPS,Express,Medical Supplies,150.83,8996.36,104.42,B2B,CUST-00145,Rain,Medium
SHP-2023-0158800,2023-02-26,2023-03-06,,,,,Phoenix,AZ,West,San Francisco,CA,West,RT-0138,903,WH-004,New York,NY,USPS,Standard,Apparel,252.51,14497.2,75.59,B2B,CUST-06037,Clear,Medium
SHP-2021-0264449,2021-11-24,2021-11-30,,,,,Philadelphia,PA,East,Nashville,TN,South,RT-0024,2144,WH-004,New York,NY,UPS,Ground,Industrial,76.44,7481.54,63.94,B2B,CUST-05748,,Low
SHP-2023-0028212,2023-09-28,2023-10-04,,,,,New York,NY,East,Phoenix,AZ,West,RT-0120,2288,WH-001,Chicago,IL,USPS,Ground,Industrial,252.54,5649.34,90.32,B2C,CUST-05883,Clear,Medium
SHP-2021-0388398,2021-05-30,2021-06-07,,,,,Newark,NJ,East,San Francisco,CA,West,RT-0088,430,WH-002,Dallas,TX,UPS,Standard,Pharmaceuticals,354.6,7597.15,102.5,B2B,CUST-03327,,Medium
SHP-2024-0223652,2024-04-21,2024-04-23,,,,,Portland,OR,West,Philadelphia,PA,East,RT-0036,362,WH-007,Philadelphia,PA,UPS,Air,Medical Supplies,298.33,10937.52,609.14,B2C,CUST-03001,Rain,High
SHP-2024-0053157,2024-05-12,2024-05-17,,,,,Philadelphia,PA,East,Atlanta,GA,South,RT-0061,559,WH-005,Atlanta,GA,DHL,Standard,Electronics,216.79,933.52,56.5,B2C,CUST-06966,Clear,High
SHP-2024-0235344,2024-09-13,2024-09-15,,,,,Dallas,TX,South,Detroit,MI,Central,RT-0117,1161,WH-008,Houston,TX,DHL,Air,Medical Supplies,1.66,1202.24,168.62,B2B,CUST-07729,Clear,High
SHP-2022-0001133,2022-06-12,2022-06-18,,,,,Baltimore,MD,East,Indianapolis,IN,Central,RT-0066,1070,WH-007,Philadelphia,PA,OnTrac,Ground,Industrial,254.11,11645.17,66.93,B2B,CUST-02329,Clear,Severe
SHP-2024-0208816,2024-07-07,2024-07-09,,,,,Atlanta,GA,South,Seattle,WA,West,RT-0070,448,WH-001,Chicago,IL,UPS,Express,Food & Beverage,462.27,10990.49,163.58,B2B,CUST-07170,Storm,Low
SHP-2022-0127047,2022-09-06,2022-09-10,,,,,Detroit,MI,Central,Chicago,IL,Central,RT-0175,2186,WH-009,Minneapolis,MN,UPS,Ground,Apparel,200.92,14035.78,32.77,B2B,CUST-05297,Clear,
SHP-2021-0061790,2021-08-30,2021-09-04,,,,,Hartford,CT,East,Phoenix,AZ,West,RT-0103,960,WH-007,Philadelphia,PA,DHL,Ground,Medical Supplies,148.11,7289.56,80.3,B2C,CUST-03558,Rain,Medium
